city,state,pop,query
Coal Valley,IL,3873,Coal Valley IL
Harding Township,NJ,3871,Harding Township NJ
Bellaire,OH,3870,Bellaire OH
Lewisburg ,WV,3868,Lewisburg  WV
Lancaster,WI,3868,Lancaster WI
Madawaska,ME,3867,Madawaska ME
Laurel,DE,3865,Laurel DE
Rochester,IL,3863,Rochester IL
Wills Point,TX,3863,Wills Point TX
Juno Beach,FL,3858,Juno Beach FL
West Liberty,IA,3858,West Liberty IA
McGehee,AK,3849,McGehee AK
McGehee,AR,3849,McGehee AR
Ravenswood,WV,3847,Ravenswood WV
Cranbury,NJ,3842,Cranbury NJ
Kimberly,AL,3841,Kimberly AL
Montrose,MN,3841,Montrose MN
Pine Island,MN,3841,Pine Island MN
Amberley,OH,3840,Amberley OH
Cambridge,VT,3839,Cambridge VT
South Point,OH,3836,South Point OH
Wilton,ME,3835,Wilton ME
Glennville,GA,3834,Glennville GA
Grayson,KY,3834,Grayson KY
Deephaven,MN,3834,Deephaven MN
Montgomery,NY,3834,Montgomery NY
West Brookfield,MA,3833,West Brookfield MA
Nash,TX,3831,Nash TX
Hephzibah,GA,3830,Hephzibah GA
Brentwood,MD,3828,Brentwood MD
Boardman,OR,3828,Boardman OR
Waukon,IA,3827,Waukon IA
Pomona,NY,3824,Pomona NY
Florence,CO,3822,Florence CO
Upland,IN,3821,Upland IN
Merchantville,NJ,3820,Merchantville NJ
Bishop,CA,3819,Bishop CA
Hardin,MT,3818,Hardin MT
Winterport,ME,3817,Winterport ME
Golf Manor,OH,3814,Golf Manor OH
Orrington,ME,3812,Orrington ME
Mogadore,OH,3811,Mogadore OH
St Joseph,IL,3810,St Joseph IL
Booneville,AK,3809,Booneville AK
Booneville,AR,3809,Booneville AR
Farmersville,TX,3808,Farmersville TX
Georgetown,IN,3805,Georgetown IN
Red Bud,IL,3804,Red Bud IL
Dexter,ME,3803,Dexter ME
Kingwood Township,NJ,3802,Kingwood Township NJ
Boonsboro,MD,3799,Boonsboro MD
Delmar,MD,3798,Delmar MD
Houston,MS,3797,Houston MS
Zumbrota,MN,3796,Zumbrota MN
New Lebanon,OH,3796,New Lebanon OH
Canaan,NH,3794,Canaan NH
Montague Township,NJ,3792,Montague Township NJ
Carter Lake,IA,3791,Carter Lake IA
Gentry,AK,3790,Gentry AK
Gentry,AR,3790,Gentry AR
Riverwoods,IL,3790,Riverwoods IL
Byron,IL,3784,Byron IL
Carrollton ,MO,3784,Carrollton  MO
Charlotte,VT,3783,Charlotte VT
Bristol,VT,3782,Bristol VT
Leakesville,MS,3775,Leakesville MS
Sloan,NY,3775,Sloan NY
Harrington,DE,3774,Harrington DE
Wintersville,OH,3765,Wintersville OH
Bunker Hill Village,TX,3761,Bunker Hill Village TX
Edgecliff Village,TX,3761,Edgecliff Village TX
Ridgeland,SC,3758,Ridgeland SC
Hohenwald,TN,3757,Hohenwald TN
Hebron,IN,3755,Hebron IN
San Diego,TX,3755,San Diego TX
Washington ,GA,3754,Washington  GA
Oneida,TN,3752,Oneida TN
Chester,CT,3749,Chester CT
Bethlehem Township,NJ,3745,Bethlehem Township NJ
Catskill,NY,3745,Catskill NY
Russell,KY,3744,Russell KY
South Glens Falls,NY,3744,South Glens Falls NY
Eldorado,IL,3743,Eldorado IL
Hanover,IN,3743,Hanover IN
Wiscasset,ME,3742,Wiscasset ME
Greenhills,OH,3741,Greenhills OH
Kiel,WI,3738,Kiel WI
Forsyth,IL,3734,Forsyth IL
Richfield,OH,3729,Richfield OH
Cotulla,TX,3725,Cotulla TX
Albia,IA,3721,Albia IA
Dawsonville ,GA,3720,Dawsonville  GA
West Point,GA,3719,West Point GA
Cockrell Hill,TX,3719,Cockrell Hill TX
Camdenton ,MO,3718,Camdenton  MO
Camden,DE,3715,Camden DE
Wheatland,CA,3712,Wheatland CA
Oglesby,IL,3712,Oglesby IL
Morton,MS,3711,Morton MS
Loxley,AL,3710,Loxley AL
Gooding ,ID,3707,Gooding  ID
Ashland,MO,3707,Ashland MO
Emmetsburg,IA,3706,Emmetsburg IA
Bullard,TX,3706,Bullard TX
Newcomerstown,OH,3702,Newcomerstown OH
San Joaquin,CA,3701,San Joaquin CA
Independence,MN,3701,Independence MN
Heyburn,ID,3700,Heyburn ID
Aurora,IN,3698,Aurora IN
Echols County,GA,3697,Echols County GA
Long Prairie ,MN,3697,Long Prairie  MN
Sidney,NY,3697,Sidney NY
Yellow Springs,OH,3697,Yellow Springs OH
Brimfield,MA,3694,Brimfield MA
Chandler,IN,3693,Chandler IN
Carefree,AZ,3690,Carefree AZ
McCall,ID,3686,McCall ID
Honea Path,SC,3686,Honea Path SC
Umatilla,FL,3685,Umatilla FL
Spencerport,NY,3685,Spencerport NY
Highland Falls,NY,3684,Highland Falls NY
Minerva,OH,3684,Minerva OH
Manila,AK,3682,Manila AK
Manila,AR,3682,Manila AR
Pittsboro,IN,3682,Pittsboro IN
Deer Park,IL,3681,Deer Park IL
Prestonsburg,KY,3681,Prestonsburg KY
Walthourville,GA,3680,Walthourville GA
Woodstown,NJ,3678,Woodstown NJ
Essex,MA,3675,Essex MA
Erda,UT,3673,Erda UT
West Gardiner,ME,3671,West Gardiner ME
Angels Camp,CA,3667,Angels Camp CA
Paoli,IN,3666,Paoli IN
Anthony,TX,3665,Anthony TX
Provincetown,MA,3664,Provincetown MA
Sunderland,MA,3663,Sunderland MA
Franklinton,LA,3662,Franklinton LA
Chipley,FL,3660,Chipley FL
Minoa,NY,3657,Minoa NY
Mount Pleasant,UT,3655,Mount Pleasant UT
Horicon,WI,3655,Horicon WI
Owego,NY,3654,Owego NY
Harrisburg,OR,3652,Harrisburg OR
Thomasville,AL,3649,Thomasville AL
Greensboro ,GA,3648,Greensboro  GA
Southgate,KY,3648,Southgate KY
Lansing,NY,3648,Lansing NY
Barkhamsted,CT,3647,Barkhamsted CT
Fulton,IL,3647,Fulton IL
Washington,CT,3646,Washington CT
Casco,ME,3646,Casco ME
Warsaw,NY,3646,Warsaw NY
Groesbeck,TX,3645,Groesbeck TX
Rockport,ME,3644,Rockport ME
Centerville,TN,3644,Centerville TN
South Toms River,NJ,3643,South Toms River NJ
Stanford,KY,3640,Stanford KY
Aledo,IL,3633,Aledo IL
Fairbury,IL,3633,Fairbury IL
Walpole,NH,3633,Walpole NH
Unicoi,TN,3632,Unicoi TN
Baldwin,GA,3629,Baldwin GA
Kennebunkport,ME,3629,Kennebunkport ME
Osage,IA,3627,Osage IA
Green Township,NJ,3627,Green Township NJ
Kenedy,TX,3626,Kenedy TX
LeoCedarville,IN,3624,LeoCedarville IN
Granger,WA,3624,Granger WA
Piggott,AK,3622,Piggott AK
Piggott,AR,3622,Piggott AR
Delta,UT,3622,Delta UT
Black River Falls,WI,3622,Black River Falls WI
Jasper,FL,3621,Jasper FL
Two Harbors ,MN,3621,Two Harbors  MN
North Wildwood,NJ,3621,North Wildwood NJ
Eastland,TX,3621,Eastland TX
Hazlehurst,MS,3619,Hazlehurst MS
Mora ,MN,3617,Mora  MN
Taylor Lake Village,TX,3617,Taylor Lake Village TX
Little Compton,RI,3616,Little Compton RI
Howe,TX,3615,Howe TX
Whitesboro,NY,3612,Whitesboro NY
Norwich,VT,3612,Norwich VT
West Columbia,TX,3611,West Columbia TX
Johnson,AK,3609,Johnson AK
Johnson,AR,3609,Johnson AR
Melrose,MN,3609,Melrose MN
Norton,VA,3609,Norton VA
Stanley,WI,3608,Stanley WI
St Anthony ,ID,3606,St Anthony  ID
Laguna Vista,TX,3605,Laguna Vista TX
Oregon,IL,3604,Oregon IL
Tolono,IL,3604,Tolono IL
Elkins,AK,3602,Elkins AK
Elkins,AR,3602,Elkins AR
Eagle Grove,IA,3601,Eagle Grove IA
Shaftsbury,VT,3598,Shaftsbury VT
Palmyra ,MO,3595,Palmyra  MO
Hanover,MN,3594,Hanover MN
El Dorado Springs,MO,3593,El Dorado Springs MO
Shenandoah,TX,3593,Shenandoah TX
Beaver,UT,3592,Beaver UT
Sweeny,TX,3591,Sweeny TX
Wheatland,WY,3588,Wheatland WY
Centre,AL,3587,Centre AL
Lake Providence,LA,3587,Lake Providence LA
Columbus,TX,3587,Columbus TX
Litchfield,ME,3586,Litchfield ME
Manchester,GA,3584,Manchester GA
Camden,TN,3582,Camden TN
ONeill,NE,3581,ONeill NE
Ballinger,TX,3580,Ballinger TX
Sterling,CT,3578,Sterling CT
Tuckerton,NJ,3577,Tuckerton NJ
Marianna,AK,3575,Marianna AK
Marianna,AR,3575,Marianna AR
St Augusta,MN,3574,St Augusta MN
Perham,MN,3572,Perham MN
Oakwood,OH,3572,Oakwood OH
Harlem,GA,3571,Harlem GA
Lloyd Harbor,NY,3571,Lloyd Harbor NY
Shavano Park,TX,3569,Shavano Park TX
Avondale Estates,GA,3567,Avondale Estates GA
Islandia,NY,3567,Islandia NY
Wellfleet,MA,3566,Wellfleet MA
Carey,OH,3565,Carey OH
Lake Clarke Shores,FL,3564,Lake Clarke Shores FL
Lake View,AL,3560,Lake View AL
Windsor,VT,3559,Windsor VT
Ketchum,ID,3555,Ketchum ID
West Tisbury,MA,3555,West Tisbury MA
Paulding,OH,3555,Paulding OH
Knox,IN,3552,Knox IN
Chesterfield,NH,3552,Chesterfield NH
Gravette,AK,3547,Gravette AK
Gravette,AR,3547,Gravette AR
Hainesville,IL,3546,Hainesville IL
High Bridge,NJ,3546,High Bridge NJ
Toledo,OR,3546,Toledo OR
Ozark,AK,3542,Ozark AK
Ozark,AR,3542,Ozark AR
Northfield,OH,3541,Northfield OH
Bloomer,WI,3539,Bloomer WI
Blanchard,LA,3538,Blanchard LA
Midway,FL,3537,Midway FL
Silt,CO,3536,Silt CO
Perry,NY,3536,Perry NY
Riverton,IL,3532,Riverton IL
Beaver Dam,KY,3531,Beaver Dam KY
Sherman,CT,3527,Sherman CT
Winnsboro,TX,3527,Winnsboro TX
Stanhope,NJ,3526,Stanhope NJ
Gouverneur,NY,3526,Gouverneur NY
Richmond,ME,3522,Richmond ME
Evergreen,AL,3520,Evergreen AL
Mariemont,OH,3518,Mariemont OH
Wadsworth,IL,3517,Wadsworth IL
Omro,WI,3517,Omro WI
Oakland,FL,3516,Oakland FL
Williamstown,VT,3515,Williamstown VT
Cleveland ,GA,3514,Cleveland  GA
Lockland,OH,3514,Lockland OH
Priceville,AL,3512,Priceville AL
Le Roy,IL,3512,Le Roy IL
Muttontown,NY,3512,Muttontown NY
Gunnison,UT,3509,Gunnison UT
Elba,AL,3508,Elba AL
Pelham,GA,3507,Pelham GA
Blackshear ,GA,3506,Blackshear  GA
Broken Bow,NE,3506,Broken Bow NE
Mount Gilead,OH,3503,Mount Gilead OH
Peshtigo,WI,3502,Peshtigo WI
Plainview,MN,3500,Plainview MN
West Point,NE,3500,West Point NE
Ocilla ,GA,3498,Ocilla  GA
Princeton,MA,3495,Princeton MA
Algood,TN,3495,Algood TN
New Hampton,IA,3494,New Hampton IA
Pleasant Valley,WV,3492,Pleasant Valley WV
Johnson,VT,3491,Johnson VT
Etowah,TN,3490,Etowah TN
Pendleton,SC,3489,Pendleton SC
Clifton,TX,3488,Clifton TX
Hot Springs ,SD,3485,Hot Springs  SD
Crane,TX,3484,Crane TX
Eagle Lake,TX,3484,Eagle Lake TX
Frontenac,MO,3482,Frontenac MO
Myrtle Creek,OR,3481,Myrtle Creek OR
Leesburg ,GA,3480,Leesburg  GA
Monte Sereno,CA,3479,Monte Sereno CA
Benton City,WA,3479,Benton City WA
Gothenburg,NE,3478,Gothenburg NE
Gibson City,IL,3475,Gibson City IL
Milbank ,SD,3474,Milbank  SD
Highgate,VT,3472,Highgate VT
Auburn,NE,3470,Auburn NE
Herculaneum,MO,3468,Herculaneum MO
Middlebury,IN,3466,Middlebury IN
Moreland Hills,OH,3466,Moreland Hills OH
Eveleth,MN,3461,Eveleth MN
Austin,AK,3460,Austin AK
Austin,AR,3460,Austin AR
Avalon,CA,3460,Avalon CA
Reno,TX,3460,Reno TX
Yuma,CO,3456,Yuma CO
Shadyside,OH,3454,Shadyside OH
Goldendale,WA,3453,Goldendale WA
Seymour,WI,3451,Seymour WI
Wrightsville ,GA,3449,Wrightsville  GA
Teague,TX,3447,Teague TX
Princess Anne,MD,3446,Princess Anne MD
Hartland,VT,3446,Hartland VT
North Plains,OR,3441,North Plains OR
Brookfield,MA,3439,Brookfield MA
Elma,WA,3438,Elma WA
Livingston,AL,3436,Livingston AL
Yountville,CA,3436,Yountville CA
Gray ,GA,3436,Gray  GA
Iowa,LA,3436,Iowa LA
Madison,OH,3435,Madison OH
Alma ,GA,3433,Alma  GA
Dublin,TX,3433,Dublin TX
West Orange,TX,3433,West Orange TX
Upper Pittsgrove Township,NJ,3432,Upper Pittsgrove Township NJ
Heflin,AL,3431,Heflin AL
Hicksville,OH,3431,Hicksville OH
Manti,UT,3429,Manti UT
New Baden,IL,3428,New Baden IL
Sleepy Eye,MN,3428,Sleepy Eye MN
Hubbard,OR,3426,Hubbard OR
La Center,WA,3424,La Center WA
Barron,WI,3423,Barron WI
Orange,OH,3421,Orange OH
Parker,AZ,3417,Parker AZ
St Johns,AZ,3417,St Johns AZ
Ringgold ,GA,3414,Ringgold  GA
Cleves,OH,3414,Cleves OH
Ladysmith,WI,3414,Ladysmith WI
Germantown Hills,IL,3412,Germantown Hills IL
Summersville ,WV,3408,Summersville  WV
Grantham,NH,3404,Grantham NH
Vinton,LA,3400,Vinton LA
Chandler,TX,3400,Chandler TX
Avon,NY,3399,Avon NY
Moulton,AL,3398,Moulton AL
Breckenridge ,MN,3398,Breckenridge  MN
Tomahawk,WI,3397,Tomahawk WI
Fordyce,AK,3396,Fordyce AK
Fordyce,AR,3396,Fordyce AR
Crystal River,FL,3396,Crystal River FL
South Harrison Township,NJ,3395,South Harrison Township NJ
Blanding,UT,3394,Blanding UT
Mt Angel,OR,3392,Mt Angel OR
Pickens,SC,3388,Pickens SC
Waldron,AK,3386,Waldron AK
Waldron,AR,3386,Waldron AR
Alexander,AK,3385,Alexander AK
Alexander,AR,3385,Alexander AR
Bethlehem,CT,3385,Bethlehem CT
Union City,IN,3385,Union City IN
Hahira,GA,3384,Hahira GA
Johnston City,IL,3384,Johnston City IL
Water Valley,MS,3380,Water Valley MS
Rio Dell,CA,3379,Rio Dell CA
Benson ,MN,3379,Benson  MN
Montgomery,MN,3379,Montgomery MN
Hartford,SD,3376,Hartford SD
Netcong,NJ,3375,Netcong NJ
Newcastle,WY,3374,Newcastle WY
Saddle River,NJ,3372,Saddle River NJ
Clinton,ME,3370,Clinton ME
Annandale,MN,3370,Annandale MN
Fryeburg,ME,3369,Fryeburg ME
North Baltimore,OH,3369,North Baltimore OH
Farmerville,LA,3366,Farmerville LA
Liberty,SC,3366,Liberty SC
Ponce Inlet,FL,3364,Ponce Inlet FL
Louisiana,MO,3364,Louisiana MO
Union Springs,AL,3358,Union Springs AL
Dunstable,MA,3358,Dunstable MA
Horace,ND,3358,Horace ND
Port St Joe,FL,3357,Port St Joe FL
Cuba,MO,3356,Cuba MO
Mayfield,OH,3356,Mayfield OH
Loxahatchee Groves,FL,3355,Loxahatchee Groves FL
Springtown,TX,3355,Springtown TX
Robins,IA,3353,Robins IA
Story City,IA,3352,Story City IA
Hatfield,MA,3352,Hatfield MA
Rayville,LA,3347,Rayville LA
Mingo Junction,OH,3347,Mingo Junction OH
Llano,TX,3347,Llano TX
Williamsburg,IA,3346,Williamsburg IA
Bunkie,LA,3346,Bunkie LA
Berwyn Heights,MD,3345,Berwyn Heights MD
Sugar Creek,MO,3345,Sugar Creek MO
Newburgh,IN,3344,Newburgh IN
Campton,NH,3343,Campton NH
Haworth,NJ,3343,Haworth NJ
Sunapee,NH,3342,Sunapee NH
Peralta,NM,3342,Peralta NM
Weaver,AL,3339,Weaver AL
Forks,WA,3335,Forks WA
Mattawa,WA,3335,Mattawa WA
Nahant,MA,3334,Nahant MA
Welsh,LA,3333,Welsh LA
Waterloo,WI,3333,Waterloo WI
Lordstown,OH,3332,Lordstown OH
Hartville,OH,3329,Hartville OH
Sheffield,MA,3327,Sheffield MA
Jefferson,OR,3327,Jefferson OR
Attica,IN,3324,Attica IN
Fort Fairfield,ME,3322,Fort Fairfield ME
West Lake Hills,TX,3322,West Lake Hills TX
Milford,IA,3321,Milford IA
Bandon,OR,3321,Bandon OR
Delta,OH,3316,Delta OH
Gallipolis,OH,3313,Gallipolis OH
Newbern,TN,3313,Newbern TN
Jackson ,MN,3310,Jackson  MN
Dilley,TX,3310,Dilley TX
Grangeville ,ID,3308,Grangeville  ID
Galena,IL,3308,Galena IL
Palmyra,NY,3305,Palmyra NY
Pagedale,MO,3304,Pagedale MO
Lewes,DE,3303,Lewes DE
South Jacksonville,IL,3302,South Jacksonville IL
Presidio,TX,3301,Presidio TX
Wellford,SC,3293,Wellford SC
Brodhead,WI,3293,Brodhead WI
Bethany ,MO,3292,Bethany  MO
Milton,DE,3291,Milton DE
Algona,WA,3290,Algona WA
Dannemora,NY,3287,Dannemora NY
Eagle Lake,MN,3286,Eagle Lake MN
Rush City,MN,3286,Rush City MN
Alloway Township,NJ,3283,Alloway Township NJ
Tupper Lake,NY,3282,Tupper Lake NY
Jasper,TN,3279,Jasper TN
Norridgewock,ME,3278,Norridgewock ME
Holden,ME,3277,Holden ME
Bunnell,FL,3276,Bunnell FL
Pine Lawn,MO,3275,Pine Lawn MO
Frostproof,FL,3273,Frostproof FL
Lowville,NY,3272,Lowville NY
Ravena,NY,3271,Ravena NY
Karnes City,TX,3270,Karnes City TX
Hogansville,GA,3267,Hogansville GA
Franklin Township,NJ,3267,Franklin Township NJ
Ossian,IN,3266,Ossian IN
Cassville ,MO,3266,Cassville  MO
Hamburg,NJ,3266,Hamburg NJ
Tipton,MO,3262,Tipton MO
Cheshire,MA,3258,Cheshire MA
Pownal,VT,3258,Pownal VT
Morganfield,KY,3256,Morganfield KY
Carlyle,IL,3253,Carlyle IL
Stanton,KY,3251,Stanton KY
Hideaway,TX,3251,Hideaway TX
Belgrade,ME,3250,Belgrade ME
Blue Earth ,MN,3248,Blue Earth  MN
Cashmere,WA,3248,Cashmere WA
Holts Summit,MO,3247,Holts Summit MO
Crestview Hills,KY,3246,Crestview Hills KY
Springfield Township,NJ,3245,Springfield Township NJ
Bristol,NH,3244,Bristol NH
New York Mills,NY,3244,New York Mills NY
Kingstree,SC,3244,Kingstree SC
Pohatcong Township,NJ,3241,Pohatcong Township NJ
Orofino ,ID,3239,Orofino  ID
Dundee,OR,3238,Dundee OR
Carthage,NY,3236,Carthage NY
New Holstein,WI,3236,New Holstein WI
Hodgenville,KY,3235,Hodgenville KY
Fredon Township,NJ,3235,Fredon Township NJ
Ely,MN,3233,Ely MN
Red Bay,AL,3232,Red Bay AL
Melbourne Beach,FL,3231,Melbourne Beach FL
Virden,IL,3231,Virden IL
Oliver Springs,TN,3231,Oliver Springs TN
Boscobel,WI,3231,Boscobel WI
Portageville,MO,3228,Portageville MO
Corning,AK,3227,Corning AK
Corning,AR,3227,Corning AR
Tallapoosa,GA,3227,Tallapoosa GA
Jefferson,OH,3226,Jefferson OH
Warrior,AL,3224,Warrior AL
Mount Shasta,CA,3223,Mount Shasta CA
Barbourville,KY,3222,Barbourville KY
CarmelbytheSea,CA,3220,CarmelbytheSea CA
Lancaster,NH,3218,Lancaster NH
Hanceville,AL,3217,Hanceville AL
Hoosick Falls,NY,3216,Hoosick Falls NY
West Liberty,KY,3215,West Liberty KY
Winnsboro,SC,3215,Winnsboro SC
Sleepy Hollow,IL,3214,Sleepy Hollow IL
Willcox,AZ,3213,Willcox AZ
North Canaan,CT,3211,North Canaan CT
Homer,NY,3210,Homer NY
Gluckstadt,MS,3208,Gluckstadt MS
Beach City,TX,3208,Beach City TX
Oakridge,OR,3206,Oakridge OR
White Bluff,TN,3206,White Bluff TN
Williams,AZ,3202,Williams AZ
Glasgow,MT,3202,Glasgow MT
Bartlett,NH,3200,Bartlett NH
Nyssa,OR,3198,Nyssa OR
West Burlington,IA,3197,West Burlington IA
Pine City ,MN,3197,Pine City  MN
Newton,MS,3195,Newton MS
Ashby,MA,3193,Ashby MA
Ferriday,LA,3189,Ferriday LA
Limerick,ME,3188,Limerick ME
Denmark,SC,3186,Denmark SC
Brightwaters,NY,3181,Brightwaters NY
Mobridge,SD,3179,Mobridge SD
Zillah,WA,3179,Zillah WA
Marion,AL,3176,Marion AL
Paris,AK,3176,Paris AK
Paris,AR,3176,Paris AR
Wilder,KY,3176,Wilder KY
East Prairie,MO,3176,East Prairie MO
Millville,MA,3174,Millville MA
Monmouth Beach,NJ,3174,Monmouth Beach NJ
Burlington,CO,3172,Burlington CO
McDonald,OH,3172,McDonald OH
Madison,IL,3171,Madison IL
North Barrington,IL,3171,North Barrington IL
Shelby,MT,3169,Shelby MT
Gillespie,IL,3168,Gillespie IL
Westville,IL,3167,Westville IL
Algoma,WI,3167,Algoma WI
Greenwood,LA,3166,Greenwood LA
Grand Saline,TX,3165,Grand Saline TX
Park Hills,KY,3162,Park Hills KY
Port Washington North,NY,3160,Port Washington North NY
Berlin,MA,3158,Berlin MA
Bishop,TX,3155,Bishop TX
Corydon,IN,3153,Corydon IN
Long Beach Township,NJ,3153,Long Beach Township NJ
Annetta,TX,3153,Annetta TX
Nevada City,CA,3152,Nevada City CA
East Dundee,IL,3152,East Dundee IL
Andover,CT,3151,Andover CT
Millersburg,OH,3151,Millersburg OH
San Saba,TX,3151,San Saba TX
Goshen,CT,3150,Goshen CT
Maybrook,NY,3150,Maybrook NY
Tipton,IA,3149,Tipton IA
Brillion,WI,3148,Brillion WI
Nicholls,GA,3147,Nicholls GA
Early,TX,3145,Early TX
DeQuincy,LA,3144,DeQuincy LA
Lincoln Heights,OH,3144,Lincoln Heights OH
Cuthbert ,GA,3143,Cuthbert  GA
Georgetown,IL,3143,Georgetown IL
Onalaska,TX,3143,Onalaska TX
Orchard City,CO,3142,Orchard City CO
Pottsville,AK,3140,Pottsville AK
Pottsville,AR,3140,Pottsville AR
Iuka,MS,3139,Iuka MS
Bowdoin,ME,3136,Bowdoin ME
Deerfield Township,NJ,3136,Deerfield Township NJ
Soda Springs ,ID,3133,Soda Springs  ID
Lutcher,LA,3133,Lutcher LA
Newport,ME,3133,Newport ME
Moonachie,NJ,3133,Moonachie NJ
Tama,IA,3130,Tama IA
Underhill,VT,3129,Underhill VT
Clyde Hill,WA,3126,Clyde Hill WA
Licking,MO,3124,Licking MO
Saluda,SC,3122,Saluda SC
Yerington,NV,3121,Yerington NV
Salmon ,ID,3119,Salmon  ID
Wright City,MO,3119,Wright City MO
Unadilla,GA,3118,Unadilla GA
Minden,NE,3118,Minden NE
Biscayne Park,FL,3117,Biscayne Park FL
Momence,IL,3117,Momence IL
New Madrid ,MO,3116,New Madrid  MO
Tybee Island,GA,3114,Tybee Island GA
Wellsville,OH,3113,Wellsville OH
Fort Edward,NY,3108,Fort Edward NY
Orchard Park,NY,3108,Orchard Park NY
Fairport Harbor,OH,3108,Fairport Harbor OH
Mechanic Falls,ME,3107,Mechanic Falls ME
Sheridan,IN,3106,Sheridan IN
Hollywood Park,TX,3106,Hollywood Park TX
Nashville,IL,3105,Nashville IL
Burnettown,SC,3105,Burnettown SC
Port Aransas,TX,3105,Port Aransas TX
DeCordova,TX,3104,DeCordova TX
Grantville,GA,3103,Grantville GA
Henrietta,TX,3102,Henrietta TX
Prescott,AK,3101,Prescott AK
Prescott,AR,3101,Prescott AR
Wildwood Crest,NJ,3101,Wildwood Crest NJ
Reno,TX,3100,Reno TX
Woodbury Heights,NJ,3098,Woodbury Heights NJ
Snowmass Village,CO,3096,Snowmass Village CO
Proctor,MN,3095,Proctor MN
Somerville,TN,3094,Somerville TN
Bal Harbour,FL,3093,Bal Harbour FL
Kingwood ,WV,3090,Kingwood  WV
Lawrence Township,NJ,3087,Lawrence Township NJ
Carrollton,OH,3087,Carrollton OH
Spearman,TX,3087,Spearman TX
Ashland,NE,3086,Ashland NE
Dadeville,AL,3084,Dadeville AL
Buffalo ,MO,3084,Buffalo  MO
Shady Cove,OR,3081,Shady Cove OR
Raymond,WA,3081,Raymond WA
Syracuse,IN,3079,Syracuse IN
Calais,ME,3079,Calais ME
East Syracuse,NY,3078,East Syracuse NY
Commercial Point,OH,3078,Commercial Point OH
Sherrill,NY,3077,Sherrill NY
Buckner,MO,3076,Buckner MO
Bamberg,SC,3076,Bamberg SC
Cottleville,MO,3075,Cottleville MO
CornwallonHudson,NY,3075,CornwallonHudson NY
Vivian,LA,3073,Vivian LA
Alfred,ME,3073,Alfred ME
Rogersville,MO,3073,Rogersville MO
Piney Point Village,TX,3072,Piney Point Village TX
Baldwyn,MS,3071,Baldwyn MS
Milford,ME,3069,Milford ME
Woolwich,ME,3068,Woolwich ME
Garner,IA,3065,Garner IA
Sisters,OR,3064,Sisters OR
Ripley ,WV,3064,Ripley  WV
Needville,TX,3062,Needville TX
Livermore Falls,ME,3060,Livermore Falls ME
Nocona,TX,3059,Nocona TX
Milaca ,MN,3057,Milaca  MN
DeWitt,AK,3056,DeWitt AK
DeWitt,AR,3056,DeWitt AR
Cut Bank,MT,3056,Cut Bank MT
Eunice,NM,3056,Eunice NM
Little Flock,AK,3055,Little Flock AK
Little Flock,AR,3055,Little Flock AR
Canton ,SD,3054,Canton  SD
Double Oak,TX,3054,Double Oak TX
Port Richey,FL,3052,Port Richey FL
Cadiz,OH,3051,Cadiz OH
Doylestown,OH,3051,Doylestown OH
Cactus,TX,3050,Cactus TX
Lodi,WI,3050,Lodi WI
Walsenburg,CO,3049,Walsenburg CO
Bushnell,FL,3047,Bushnell FL
Montezuma,GA,3047,Montezuma GA
Bowdoinham,ME,3047,Bowdoinham ME
Minster,OH,3046,Minster OH
Haskell,TX,3046,Haskell TX
Combes,TX,3040,Combes TX
Central City,NE,3039,Central City NE
Lanesborough,MA,3038,Lanesborough MA
Beulah,ND,3038,Beulah ND
Valley,NE,3037,Valley NE
New Tazewell,TN,3037,New Tazewell TN
Sloatsburg,NY,3036,Sloatsburg NY
New Bremen,OH,3034,New Bremen OH
Oak Ridge North,TX,3032,Oak Ridge North TX
Windermere,FL,3030,Windermere FL
Summerset,SD,3027,Summerset SD
Sanbornton,NH,3026,Sanbornton NH
National Park,NJ,3026,National Park NJ
Brownstown,IN,3025,Brownstown IN
Moundville,AL,3024,Moundville AL
Bishopville,SC,3024,Bishopville SC
Jacksonville,OR,3020,Jacksonville OR
Hyde Park,VT,3020,Hyde Park VT
Poultney,VT,3020,Poultney VT
Kent,CT,3019,Kent CT
Olney,TX,3019,Olney TX
Solon,IA,3018,Solon IA
Westminster,VT,3016,Westminster VT
Bethel Heights,AK,3015,Bethel Heights AK
Bethel Heights,AR,3015,Bethel Heights AR
North Sioux City,SD,3015,North Sioux City SD
Walbridge,OH,3011,Walbridge OH
Holmes Beach,FL,3010,Holmes Beach FL
Indialantic,FL,3010,Indialantic FL
Eagle Lake,FL,3008,Eagle Lake FL
El Lago,TX,3006,El Lago TX
Rushville,IL,3005,Rushville IL
Dunbarton,NH,3005,Dunbarton NH
West Amwell Township,NJ,3005,West Amwell Township NJ
Dresden,TN,3005,Dresden TN
Castroville,TX,3005,Castroville TX
Chester,VT,3005,Chester VT
